971,1,9,2,0,0,0,0,13,4
1,988,0,0,0,0,0,0,1,10
9,0,946,12,8,11,9,4,1,0
2,1,6,908,11,55,8,5,2,2
3,0,8,7,971,4,2,5,0,0
2,1,5,39,7,937,2,7,0,0
5,0,5,13,2,3,972,0,0,0
2,0,2,3,8,6,0,979,0,0
9,3,2,1,0,0,1,1,980,3
5,16,0,2,0,0,0,1,4,972
