966,2,7,4,2,1,0,0,14,4
1,987,1,0,0,1,0,0,2,8
14,0,939,12,12,7,9,3,2,2
4,1,10,891,13,60,15,2,2,2
2,0,9,11,956,8,6,8,0,0
1,1,5,43,8,936,2,4,0,0
6,1,6,6,1,4,974,2,0,0
1,0,2,6,10,9,0,972,0,0
15,5,3,0,1,1,2,0,970,3
3,27,2,3,0,0,0,1,6,958
