966,2,9,2,1,0,1,0,15,4
1,984,0,0,0,0,0,0,2,13
8,0,947,10,8,12,12,1,2,0
6,1,10,914,9,42,8,6,1,3
2,0,8,9,961,13,2,5,0,0
2,0,5,52,6,928,2,5,0,0
6,0,10,8,1,1,974,0,0,0
1,1,2,6,7,7,0,975,1,0
16,4,1,3,0,0,0,0,974,2
2,21,0,0,0,0,2,0,9,966
