961,4,12,2,1,0,2,1,13,4
1,989,0,0,0,0,0,0,0,10
9,0,948,9,10,7,11,3,2,1
4,1,13,882,12,71,12,2,2,1
3,0,7,12,960,8,3,7,0,0
2,1,6,45,9,929,4,3,0,1
1,0,8,3,3,1,982,1,0,1
3,0,2,4,6,8,0,977,0,0
13,6,2,1,0,1,0,0,975,2
7,26,1,3,0,0,0,1,4,958
