global_step,epoch,loss,grad_norm
0,1,2.30287170,0.17318879
1,1,2.36732483,1.50422370
2,1,2.30464172,0.13861777
3,1,2.30410767,0.15848197
4,1,2.30294800,0.13598782
5,1,2.30169678,0.13398409
6,1,2.30674744,0.15804985
7,1,2.30200195,0.09439953
8,1,2.29890442,0.15462086
9,1,2.29525757,0.15695621
10,1,2.27212524,0.26884401
11,1,2.32434464,1.78185260
12,1,2.28942871,0.22499049
13,1,2.29161072,0.23168281
14,1,2.30258179,0.10837609
15,1,2.30171204,0.10336172
16,1,2.30267334,0.06922367
17,1,2.30522156,0.08827832
18,1,2.30349731,0.08223657
19,1,2.30401611,0.12799668
20,1,2.30519104,0.11581622
21,1,2.30273438,0.06402393
22,1,2.30261230,0.09275573
23,1,2.30043030,0.08983732
24,1,2.30461121,0.08839493
25,1,2.30513000,0.15227357
26,1,2.30583191,0.10551227
27,1,2.30735779,0.13912265
28,1,2.29963684,0.14686391
29,1,2.30467224,0.15553042
30,1,2.30693054,0.27451211
31,1,2.30082703,0.15555990
32,1,2.30104065,0.08392195
33,1,2.30154419,0.11893632
34,1,2.30627441,0.13793595
35,1,2.30287170,0.13216442
36,1,2.30242920,0.15364230
37,1,2.29919434,0.08687061
38,1,2.29342651,0.14028817
39,1,2.29666138,0.23399325
40,1,2.28388977,0.17812985
41,1,2.28686523,0.37948883
42,1,2.25764465,0.33392149
43,1,2.26290131,0.45679951
44,1,2.27474213,0.92080492
45,1,2.26898956,0.48386669
46,1,2.27359772,0.77082598
47,1,2.28388977,0.80027324
48,1,2.23472595,0.44623503
49,1,2.21908569,0.66835749
50,1,2.22689819,0.84352368
51,1,2.18091202,0.64869124
52,1,2.16938591,0.55690527
53,1,2.21414185,0.87280911
54,1,2.21472931,0.39477578
55,1,2.26012421,0.61811799
56,1,2.24623871,0.77248788
57,1,2.19445801,0.70575768
58,1,2.20027542,1.03953719
59,1,2.19762039,1.38995993
60,1,2.15042877,0.56223387
61,1,2.30866623,3.88417792
62,1,2.18690491,0.44267851
63,1,2.17407227,0.46391341
64,1,2.23625946,0.99483895
65,1,2.21585846,0.79970348
66,1,2.21737671,0.52066076
67,1,2.19667816,0.63436586
68,1,2.19252777,0.75540102
69,1,2.16172791,0.52017576
70,1,2.19931793,1.14200485
71,1,2.09953690,0.55721194
72,1,2.21422577,1.72702050
73,1,2.15148163,0.46249202
74,1,2.18293762,1.41563129
75,1,2.19418335,1.68369603
76,1,2.07963562,1.39003372
77,1,2.03994751,0.60931081
78,1,2.28710175,4.74690819
79,1,2.09352493,0.98411143
80,1,2.07743835,1.10455883
81,1,2.11644745,1.21942472
82,1,2.08155441,1.25991237
83,1,2.08680725,0.77225125
84,1,2.07933807,0.46344721
85,1,2.15457535,0.62450719
86,1,2.07946777,0.61767226
87,1,2.08535385,0.74530911
88,1,2.08376312,0.54400253
89,1,1.97267151,0.91886067
90,1,2.20435333,1.32240283
91,1,2.03310394,1.00161028
92,1,2.02876282,0.83963585
93,1,2.08018494,1.23961210
94,1,2.00079346,2.16697431
95,1,1.91900253,1.27677929
96,1,2.28582954,4.64757776
97,1,2.06612396,2.06971478
98,1,2.08436394,1.23348272
99,1,2.04013824,1.04963183
100,1,2.06996155,1.10825324
101,1,2.04998016,1.66300237
102,1,2.14447021,1.13323605
103,1,2.12953186,0.78293020
104,1,2.04045868,2.19763470
105,1,2.14071655,1.36187589
106,1,1.95875931,1.13868940
107,1,2.01214981,1.24711776
108,1,2.01355553,2.01142502
109,1,1.94448853,1.93614507
110,1,1.99901962,0.92901611
111,1,2.03267670,0.93943912
112,1,2.01087570,1.52041078
113,1,1.95774460,1.73728633
114,1,1.95121002,1.22370648
