global_step,epoch,loss,grad_norm
244,1,1.39697683,9.15534306
245,1,1.34742880,8.62791920
246,1,1.34257329,9.34536362
247,1,1.43386495,8.38631344
248,1,1.28130698,8.67882824
249,1,1.32688785,7.71212339
250,1,1.30454850,8.31952763
251,1,1.39233375,8.69823360
252,1,1.33510494,9.31239891
253,1,1.27827334,9.36684799
254,1,1.33289075,9.11062431
255,1,1.49174511,10.86085224
256,1,1.47832537,8.90742874
257,1,1.21705794,6.86360168
258,1,1.44785976,8.63092327
259,1,1.16881192,7.19103098
260,1,1.38011169,8.47317410
261,1,1.38191605,8.90769291
262,1,1.33603168,8.34796238
263,1,1.39344954,7.95330811
264,1,1.20221066,6.74436760
265,1,1.44071960,8.39758873
266,1,1.60058904,8.30875969
267,1,1.48436022,7.94091654
268,1,1.35040975,7.70577574
269,1,1.48415351,9.27592754
270,1,1.21024847,6.89192915
271,1,1.17514467,7.41516495
272,1,1.26873934,6.84060144
273,1,1.17508841,7.27135897
274,1,1.24994004,7.31706429
275,1,1.35331464,7.01560163
276,1,1.34364676,6.97208977
277,1,1.29845762,6.88949537
278,1,1.40360332,7.06180334
279,1,1.33170080,9.87325001
280,1,1.32172835,14.11376476
281,1,1.19484591,6.79050064
282,1,1.36179137,10.32282734
283,1,1.28009689,7.72949791
284,1,1.22627604,6.51212311
285,1,1.17483437,6.76794434
286,1,1.33093381,10.46875668
287,1,1.36598325,6.53424406
288,1,1.22372222,10.77893448
289,1,1.39647436,7.51659393
290,1,1.28791368,9.23547649
291,1,1.30553854,8.32112217
292,1,1.27252889,10.57817554
293,1,1.28527570,9.82467270
294,1,1.14222145,6.84434366
295,1,1.22590470,7.05788565
296,1,1.32788610,9.96728611
297,1,1.30842650,8.30715656
298,1,1.20120299,7.44305611
299,1,1.23038888,6.73428202
300,1,1.23050451,9.93650436
301,1,1.15702856,7.65251160
302,1,1.25627661,8.71028233
303,1,1.36090183,7.96504879
304,1,1.06134498,6.86265278
305,1,1.16212225,8.24293137
306,1,1.22291183,10.52861309
307,1,1.31475663,9.18075275
308,1,1.15109515,13.97026920
309,1,1.03755879,6.38789892
310,1,1.24029875,8.22061634
311,1,1.24032044,7.86722040
312,1,1.20617235,9.12919617
313,1,1.15816939,11.53937435
314,1,1.28930652,7.90179920
315,1,1.42351127,8.38316822
316,1,1.23722863,16.81489563
317,1,1.23865294,12.38396072
318,1,1.27397895,10.49342823
319,1,1.21830678,10.05600071
320,1,1.27016032,6.72497034
321,1,1.27840912,8.64758682
322,1,1.20498872,7.86141253
323,1,1.25978684,8.51183605
324,1,1.30689096,11.38619518
325,1,1.20397496,7.27399349
326,1,1.17501926,7.95377636
327,1,1.20985556,7.36955023
328,1,1.16853464,7.19243765
329,1,1.24535394,9.20288754
330,1,1.06934667,7.15268421
331,1,1.21493721,8.22893238
332,1,1.29053354,8.18644047
333,1,1.20887840,7.33108234
334,1,1.08736682,7.46638775
335,1,1.29674268,7.99722242
336,1,1.35747814,8.14820957
337,1,1.31292367,11.98865223
338,1,1.31106579,8.87841606
339,1,1.15962100,9.30562210
340,1,1.28174615,7.89661455
341,1,1.24214888,7.70151758
342,1,1.12177777,7.97683620
343,1,1.25836802,8.39693451
344,1,1.11558449,10.63950825
345,1,1.29197955,7.75525761
346,1,1.15783525,9.17195606
347,1,1.33305383,8.25267029
348,1,1.11017823,8.54358959
349,1,1.27106404,8.53553104
350,1,1.28574467,8.79177475
351,1,1.22415960,9.75540829
352,1,1.16613603,8.48188782
353,1,1.15261960,7.75729275
354,1,1.13496685,11.21922779
355,1,1.23344016,7.79307795
356,1,1.16993129,7.96006536
357,1,1.18333125,9.20301819
358,1,1.23598933,8.89147282
359,1,1.19501305,8.26839352
360,1,1.19747090,9.38181210
361,1,1.23104537,9.74532413
362,1,1.20878184,8.95618820
363,1,1.04681730,7.93278599
364,1,1.11265683,8.38981247
365,1,1.26593697,7.82685852
366,1,1.29013765,7.69283152
367,1,1.20803118,7.56722832
368,1,1.11995900,9.14446068
369,1,1.30806863,7.43000269
370,1,1.33285415,10.85291672
371,1,1.19074786,8.87861824
372,1,1.34494412,6.77796984
373,1,1.22897458,9.06370449
374,1,1.17131686,8.27485085
375,1,1.25519478,11.42777729
376,1,1.35963356,9.73345280
377,1,1.23732936,9.29368782
378,1,1.22421277,7.03850842
379,1,1.29519725,8.36785889
380,1,1.00597048,7.79488611
381,1,1.23997295,10.85097694
382,1,1.09719217,9.69061565
383,1,1.23731470,7.18577051
384,1,1.29685092,7.47702837
385,1,1.18739891,11.48439789
386,1,1.25782728,7.31650448
387,1,1.15750611,10.49707317
388,1,1.18528759,13.05453396
389,1,1.13574243,8.07108688
390,1,1.26372564,10.66164875
391,2,1.35804117,10.06651688
392,2,1.17020941,7.26097679
393,2,1.17695761,7.70023394
394,2,1.08139789,7.22764492
395,2,1.13741362,7.11962748
396,2,1.11532497,7.06710529
397,2,1.26088476,10.58253574
398,2,0.95458251,7.49644661
399,2,1.07863533,10.37342644
400,2,1.16408765,8.05821609
401,2,1.03242290,8.97503567
402,2,1.06954503,6.97458792
403,2,1.12430787,9.06955624
404,2,1.04154134,6.78591633
405,2,1.22836232,8.46269608
406,2,1.11771095,9.26703167
407,2,1.14445925,10.38630009
408,2,1.04842830,11.21126842
409,2,1.06438255,7.61357689
410,2,0.96251488,10.59163475
411,2,1.07556558,7.71243572
412,2,1.19615316,8.79022980
413,2,1.03790569,10.46651077
414,2,1.20156074,6.98658657
415,2,1.00446033,7.88465309
416,2,1.23128152,8.89744854
417,2,1.21325397,10.84336948
418,2,1.29688692,10.05827904
419,2,1.06831002,12.68243694
420,2,1.13810718,12.60604572
421,2,1.20792651,11.74242687
422,2,1.21001410,9.40149307
423,2,1.23705721,8.34262466
424,2,1.21285498,8.49294853
425,2,1.21980333,12.24647713
426,2,1.26018167,8.23902416
427,2,1.02314615,6.98756266
428,2,1.19126415,11.52732182
429,2,1.40795398,9.43618107
430,2,1.01127148,8.35802364
431,2,1.27540469,7.91454220
432,2,1.27856147,9.59932041
433,2,1.13507962,7.61434841
434,2,1.38453567,11.59745979
435,2,1.15719628,10.62363911
436,2,0.98067272,7.20243168
437,2,1.05092061,7.09464979
438,2,1.38927138,9.04867363
439,2,1.21778917,7.66154337
440,2,1.19372845,9.70323658
441,2,1.12113762,6.44423676
442,2,1.12568915,6.64292288
443,2,1.02102351,7.21088886
444,2,1.07424843,8.91450882
445,2,1.12704110,8.66229153
446,2,1.27394223,8.56413746
447,2,1.21394956,7.15930033
448,2,1.22573090,7.96496820
449,2,1.25538731,8.07063103
450,2,1.18706036,8.17769909
451,2,0.98783314,6.68678761
452,2,1.02994835,7.27855444
453,2,1.06627369,7.25395679
454,2,1.05408311,6.98424816
455,2,1.12911451,6.72605085
456,2,1.08705020,11.06444168
457,2,1.23650885,8.96829033
458,2,1.02953076,7.65015316
459,2,1.16092587,11.54537106
460,2,1.13430095,8.63479519
461,2,1.09887815,7.73181200
462,2,1.12695265,8.27933693
463,2,1.14420891,8.12539577
464,2,1.08114481,10.74230671
465,2,1.13578010,7.78786039
466,2,1.29659891,inf
467,2,1.08342385,13.41294193
468,2,1.16427255,16.19748688
469,2,1.07982826,7.56318283
470,2,1.07283616,10.94047165
471,2,1.08940494,7.17654228
472,2,1.12212145,8.08835697
473,2,1.12526798,7.26607656
474,2,1.02188289,7.06697607
475,2,1.06568813,7.70497227
476,2,1.13766253,13.04447746
477,2,1.00457573,9.42391682
478,2,1.01887417,6.68123388
479,2,1.06590104,8.20020771
480,2,0.88286531,7.13640833
481,2,0.98785818,8.63422394
482,2,1.07219386,8.83476448
483,2,1.05910826,9.13889885
484,2,1.05435109,8.04236507
485,2,1.29180610,9.68662548
486,2,0.93963403,7.63766623
487,2,1.10234070,8.73132992
488,2,1.11008286,9.24074364
489,2,1.17532659,13.99670315
490,2,1.27416432,11.59128189
491,2,1.16267407,8.20048237
492,2,1.14955008,9.34222889
493,2,1.24748433,11.53510094
494,2,1.14577246,9.50657749
495,2,1.02918577,10.38324165
496,2,1.08081627,7.78108406
497,2,1.19903886,10.74496174
498,2,1.13096488,10.92859364
499,2,0.99255174,6.76650667
500,2,1.22382367,11.65874958
501,2,1.11561131,8.29406452
502,2,1.05739546,8.82911301
503,2,1.02600515,8.53815746
504,2,1.01329970,12.87403393
505,2,1.01645327,8.45658302
506,2,1.11008477,8.29487038
507,2,1.26257682,8.96173668
508,2,1.11410594,9.36472321
509,2,1.05280328,7.24116087
510,2,0.93132788,6.61718655
511,2,0.97790819,8.13986778
512,2,0.91951704,7.52548409
513,2,1.17933452,8.06437683
514,2,1.12802315,8.15871811
515,2,1.23317552,9.28880024
516,2,1.19208682,10.73512936
517,2,1.09628630,7.61653614
518,2,1.33141971,10.14143372
519,2,1.33513832,14.99207020
520,2,1.08428097,11.01347065
521,2,1.10755038,8.26317406
522,2,1.01479185,6.55009508
523,2,1.07257569,8.72020340
524,2,1.15462375,17.21681786
525,2,1.07704628,7.45592594
526,2,1.06595278,9.34327888
527,2,1.04136443,8.49252510
528,2,1.04235625,12.83169842
529,2,1.29909539,7.02052498
530,2,1.22474349,8.99883747
531,2,1.09857821,8.97352219
532,2,1.08219147,8.39042950
533,2,1.02204192,6.99986792
534,2,1.15050888,8.75123310
535,2,1.12681437,7.92341518
536,2,1.09659815,6.34009600
537,2,1.01738060,5.95449018
538,2,1.10872889,7.42039061
539,2,1.06611490,7.45844603
540,2,1.18818009,8.95298672
541,2,0.87273043,6.98804998
542,2,0.96730930,7.01611233
543,2,1.04152322,11.14624691
544,2,1.00826776,7.26434946
545,2,1.29305208,9.33798790
546,2,1.18857217,12.62505054
547,2,1.11475122,9.34405136
548,2,1.10985959,9.72156811
549,2,1.02001762,7.69236279
550,2,1.01671934,8.33198643
551,2,1.12189102,10.74434471
552,2,1.04874384,7.27584219
553,2,1.05611420,9.57835865
554,2,1.24949157,13.09797096
555,2,1.13677597,9.25093651
556,2,0.88061947,6.64430714
557,2,1.02252519,10.17163849
558,2,1.18156922,9.51226902
559,2,1.21563673,10.38928413
560,2,1.22595942,11.09306812
561,2,0.99328721,9.06267166
562,2,1.23820424,8.29214287
563,2,1.22738028,9.06212044
564,2,1.16315687,8.55336952
565,2,1.22787189,9.84433746
566,2,0.99680150,7.10645485
567,2,1.04156995,8.82088470
568,2,0.99536586,10.89025974
569,2,1.04209495,8.03404236
570,2,1.19916189,9.00063324
571,2,1.06444001,7.98513699
572,2,1.18640578,8.90713310
573,2,1.19028771,9.74253654
574,2,1.02523971,9.55279255
575,2,1.17031443,9.62233829
576,2,1.09517789,7.40225410
577,2,1.08539057,7.94496059
578,2,1.10000455,7.96322489
579,2,1.08395481,7.09302235
580,2,1.09368062,15.60886097
581,2,1.16776919,7.57752037
582,2,1.04560089,8.67005253
583,2,1.10710561,12.88298893
584,2,1.18048966,9.98093319
585,2,1.06411481,6.92437601
586,2,1.08242559,7.63350487
587,2,0.96817994,6.76593208
588,2,1.06687081,8.36081505
589,2,1.06035388,7.07133961
590,2,1.13313842,10.89256668
591,2,1.08074450,7.87016630
592,2,1.05828416,12.50492954
593,2,0.88281882,5.76201391
594,2,0.99114347,7.97825527
595,2,0.90832573,6.41806555
596,2,1.26685834,10.82306004
597,2,0.84686202,9.64774513
598,2,1.02618837,6.59139681
599,2,1.18101001,8.38890648
600,2,1.14936018,9.13126945
601,2,1.11905372,8.03932095
602,2,1.06228268,8.87900162
603,2,1.02719474,6.97393036
604,2,1.03396428,12.32095051
605,2,1.07292056,7.55127287
606,2,1.08086693,17.99262047
607,2,1.11272717,7.60417366
608,2,1.29774570,9.88733959
609,2,1.00289893,7.76562738
610,2,0.91842484,7.99896765
611,2,0.97350073,7.98006868
612,2,1.08582973,11.76106262
613,2,0.81732422,7.71572876
614,2,1.12432933,8.94653606
615,2,1.09098697,10.43909550
616,2,1.14809024,10.44662952
617,2,0.99018377,8.38721848
618,2,0.98946095,7.42086315
619,2,0.94370449,8.02908707
620,2,1.07111239,8.35319519
621,2,1.28017271,8.46779728
622,2,1.16320395,9.12012100
623,2,1.19958675,8.86392403
624,2,1.04515219,8.80300236
625,2,1.21757317,14.92499352
626,2,1.05144417,9.55207634
627,2,1.06759882,8.16247463
628,2,1.01247823,13.75200844
629,2,1.21721506,12.82306290
630,2,1.12975216,8.19321823
631,2,1.06548953,8.01149940
632,2,1.00404990,8.49386978
633,2,1.16087806,8.34771633
634,2,1.20726681,10.68181229
635,2,1.08878636,11.73687077
636,2,1.02961504,7.12742758
637,2,0.98605150,8.56862068
638,2,0.97745740,8.29226494
639,2,1.10935450,6.66544008
640,2,1.38652456,7.98373556
641,2,1.17102265,11.37897301
642,2,1.11572647,9.50016594
643,2,1.11412764,7.99150181
644,2,0.92573786,9.63012028
645,2,1.11775017,8.68609142
646,2,1.01846790,7.13804579
647,2,0.96730626,7.27813292
648,2,1.02432144,9.43779469
649,2,1.22604537,11.54267120
650,2,1.03307474,14.83034897
651,2,1.01992917,7.67582321
652,2,1.19498897,10.11333942
653,2,0.95943195,6.55512285
654,2,0.98992598,7.77755547
655,2,1.08284760,10.30820847
656,2,0.94715714,7.46282768
657,2,1.14672315,13.27008057
658,2,1.04244113,12.87225533
659,2,1.14341164,10.73271275
660,2,1.03140759,7.48518038
661,2,1.03694391,9.45451832
662,2,1.02268004,9.51246166
663,2,1.01164532,8.64256477
664,2,0.91924626,12.15926647
665,2,1.02431929,7.96224689
666,2,1.02443886,10.48754215
667,2,0.93227726,6.92429781
668,2,1.11236107,8.08210182
669,2,0.98877096,9.37403679
670,2,1.17741370,8.94637394
671,2,0.78334308,8.80417919
672,2,1.07003069,9.48311901
673,2,1.07245660,7.24967480
674,2,0.99521363,8.42090130
675,2,0.97347689,8.25378895
676,2,1.12375832,10.62305832
677,2,0.89163029,7.58358479
678,2,0.97415918,11.29950237
679,2,1.09230065,9.63159752
680,2,1.11780894,8.57387161
681,2,0.91934252,10.20395565
682,2,0.92372143,8.85265160
683,2,0.98830962,12.55693245
684,2,0.94640470,6.47826242
685,2,0.87561584,7.97137070
686,2,0.97554433,9.38842201
687,2,1.25136948,12.62369442
688,2,1.12286448,9.93232441
689,2,0.97346961,7.37942934
690,2,1.00941741,11.30111504
691,2,0.95948362,9.75308800
692,2,0.87825346,11.74763870
693,2,0.87716776,6.43872070
694,2,1.02535510,8.29586411
695,2,1.11210442,8.28261185
696,2,1.13806307,10.40171528
697,2,1.05892909,7.84908724
698,2,1.03527975,8.58591080
699,2,1.12364125,7.80575180
700,2,0.92593426,10.54348373
701,2,0.91457564,10.40832233
702,2,0.94712991,11.92987061
703,2,1.03269601,11.55904293
704,2,1.03008878,8.39104080
705,2,1.15301132,9.88691998
706,2,0.95063984,7.28984928
707,2,0.99263036,9.13988972
708,2,1.28391337,8.17694759
709,2,0.86869723,7.49238873
710,2,1.00477803,14.45768929
711,2,1.12076712,9.60929108
712,2,1.04857838,9.74070454
713,2,1.07876849,8.15640354
714,2,1.05109978,7.90503788
715,2,0.95687556,11.36181641
716,2,1.05607426,8.87242603
717,2,0.83614105,6.66361618
718,2,0.92408544,10.91241455
719,2,0.89309734,8.40011597
720,2,0.95273226,8.16787720
721,2,0.86387175,7.09812164
722,2,0.93066287,9.13555241
723,2,0.89020270,9.96134949
724,2,0.83684361,6.91427708
725,2,0.89470887,7.79314613
726,2,0.94525939,7.31572437
727,2,1.02678561,10.34522533
728,2,0.87598586,7.13237858
729,2,0.88325465,7.27952909
730,2,0.97270429,8.03871632
731,2,1.09288979,9.47197819
732,2,1.00957441,7.05382347
733,2,1.10967612,8.92076588
734,2,1.02355242,8.12337589
735,2,0.86460334,11.16303349
736,2,0.99851489,8.02674770
737,2,0.97708088,6.95319366
738,2,0.96235871,10.89969444
739,2,1.03957736,11.59395695
740,2,1.04473066,13.81269169
741,2,0.89937705,7.26917076
742,2,0.96828759,8.68807983
743,2,0.98697746,7.78515005
744,2,0.99448252,7.72608232
745,2,1.19805264,8.05583954
746,2,0.91570073,7.69489717
747,2,0.88120139,6.87409878
748,2,0.85535181,8.13634682
749,2,1.02656293,7.35935688
750,2,1.07694983,7.31498384
751,2,1.00570655,7.27691793
752,2,1.06905949,13.07669926
753,2,0.85954642,7.93024063
754,2,1.03487921,7.41488075
755,2,0.92847252,8.09506130
756,2,1.06329656,7.69275379
757,2,1.02584958,7.39618349
758,2,1.05807388,9.64096451
759,2,1.00407183,11.71092415
760,2,0.91414171,15.23088264
761,2,0.92367661,7.94221592
762,2,1.14860070,8.75758743
763,2,1.13959408,8.20749950
764,2,1.10977614,8.14077663
765,2,1.06856132,11.53485298
766,2,0.89840263,6.64717817
767,2,0.86726749,7.19383144
768,2,0.97389597,12.93264580
769,2,1.01643014,9.34338760
770,2,1.02796495,13.53517342
771,2,0.86177266,8.72152424
772,2,0.98508978,7.88899755
773,2,0.96066171,9.98491001
774,2,0.97077906,13.16140461
775,2,0.99670237,7.85921621
776,2,1.01198173,12.84941769
777,2,0.96150851,8.86616707
778,2,1.18893862,13.20009518
779,2,0.96834862,9.41724586
780,2,0.96288872,8.52316952
781,2,1.01285279,9.09111023
782,3,0.91353333,7.58673191
783,3,1.03029704,12.09678745
784,3,0.82728356,6.96910000
785,3,0.98427129,10.72427082
786,3,0.94422048,8.11881542
787,3,0.84011877,8.31313229
788,3,0.94967854,8.02190685
789,3,0.93624854,12.19215965
790,3,0.99586987,8.63785076
791,3,0.95546234,16.76585197
792,3,1.01594019,11.26482868
793,3,1.09933925,10.87183094
794,3,0.89735794,7.42255449
795,3,1.12808275,9.35585594
796,3,1.10211325,10.63587856
797,3,1.19300592,13.35675526
798,3,1.03119373,13.11879635
799,3,0.95010293,16.28707695
800,3,1.07136512,15.72276497
801,3,1.14443386,10.75870132
802,3,0.90458941,8.21706486
803,3,0.98435068,12.98014259
804,3,1.13120556,14.83782101
805,3,1.03931749,8.38382339
806,3,1.12439775,11.33224773
807,3,0.95177984,7.91160202
808,3,0.92112529,7.09212112
809,3,1.01305735,13.31800175
810,3,0.88102418,12.51624107
811,3,0.93056369,13.37882710
812,3,0.99193686,8.57097340
813,3,0.83351672,7.37942886
814,3,1.08062816,9.76982403
815,3,1.05803704,11.31575584
816,3,1.05501854,11.03269958
817,3,1.10574293,9.26824284
818,3,0.92917562,8.74331284
819,3,0.88333690,6.45420265
820,3,0.81177735,14.01889515
821,3,1.00309300,10.68645668
822,3,0.84760404,6.63260221
823,3,0.94341487,12.06308174
824,3,0.91007859,8.08132076
825,3,1.05236101,8.51730061
826,3,0.82287633,7.03922892
827,3,0.82704711,8.60232067
828,3,1.17683387,9.76609898
829,3,0.89000946,7.40092421
830,3,0.96009213,12.94795227
831,3,0.97691524,14.28997898
832,3,0.83532822,6.05883789
833,3,1.11768937,12.28248978
834,3,0.86101723,8.28437901
835,3,0.93419683,6.84866381
836,3,1.01597023,8.28888416
837,3,1.05567408,10.31058598
838,3,0.85931122,8.36768246
839,3,0.96140373,8.74283314
840,3,0.83957958,10.50690842
841,3,0.84441519,8.50288486
842,3,0.92740935,8.12092209
843,3,0.82250804,9.62689400
844,3,0.90130830,10.55225658
845,3,1.15375435,14.66962814
846,3,1.18207109,11.89536190
847,3,1.03203619,7.92960167
848,3,1.01924109,13.25754642
849,3,1.06981015,9.20507812
850,3,1.10429263,15.52251911
851,3,0.79264748,13.89726639
852,3,0.92350376,11.64774418
853,3,0.87186515,9.15842628
854,3,0.99004358,10.17536163
855,3,0.79480827,10.03656960
856,3,0.83139700,6.89908743
857,3,1.04600978,9.85239792
858,3,0.88787645,8.61037350
859,3,0.81839997,7.67698383
860,3,0.89650202,9.04128075
861,3,0.75543690,8.28542328
862,3,0.89368504,9.16234970
863,3,1.08079672,7.91820812
864,3,1.10107112,9.00455093
865,3,1.00769627,8.09962749
866,3,0.86634648,12.29197121
867,3,0.91906643,8.22243404
868,3,0.98365092,7.68252468
869,3,1.03794360,8.57612705
870,3,0.85199296,17.25438499
871,3,1.03239608,11.77996349
872,3,1.06482148,17.66634369
